,id,class,cap_shape,cap_surface,cap_color,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,bruises
4186,4664,edible,convex,scaly,purple,null,free,close,narrow,pink,enlarging,?,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,wood,No presenta
4187,4564,poisonous,flat,smooth,white,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses,Bruises
4188,2837,edible,convex,fibrous,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
4189,3086,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,wood,Bruises
4190,3044,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,wood,Bruises
4191,3967,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,grasses,No presenta
4192,597,edible,sunken,fibrous,green,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,urban,No presenta
4193,3717,poisonous,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses,No presenta
4194,3099,edible,convex,scaly,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,Bruises
4195,5661,edible,bell,fibrous,green,null,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
4196,1616,edible,flat,smooth,white,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
4197,85,edible,convex,fibrous,brown,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,urban,No presenta
4198,4140,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,paths,No presenta
4199,1206,edible,convex,smooth,white,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
4200,3438,edible,flat,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,Bruises
4201,3039,edible,flat,scaly,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,Bruises
4202,474,edible,flat,fibrous,yellow,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,wood,Bruises
4203,6504,poisonous,convex,smooth,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood,No presenta
4204,3587,edible,convex,scaly,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
4205,4875,poisonous,flat,smooth,green,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,urban,Bruises
4206,1527,edible,flat,fibrous,white,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
4207,661,edible,convex,fibrous,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,Bruises
4208,5126,poisonous,convex,scaly,red,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
4209,4890,poisonous,flat,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,paths,No presenta
4210,33,edible,sunken,fibrous,green,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban,No presenta
4211,6381,edible,knobbed,smooth,white,null,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
4212,2566,edible,convex,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,Bruises
4213,2973,poisonous,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses,No presenta
4214,6187,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
4215,4413,edible,convex,smooth,red,null,free,close,broad,red,enlarging,?,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste,Bruises
4216,174,edible,sunken,fibrous,brown,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,urban,No presenta
4217,2833,edible,convex,fibrous,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood,Bruises
4218,1437,edible,convex,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
4219,4582,edible,flat,scaly,white,null,free,close,narrow,pink,enlarging,?,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,wood,No presenta
4220,5426,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
4221,2559,edible,flat,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,Bruises
4222,391,edible,convex,scaly,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,Bruises
4223,111,edible,convex,scaly,yellow,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses,Bruises
4224,3036,poisonous,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,paths,No presenta
4225,1915,edible,flat,fibrous,brown,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
4226,5260,poisonous,flat,scaly,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
4227,4022,poisonous,convex,smooth,white,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban,Bruises
4228,3179,edible,convex,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,wood,Bruises
4229,5498,poisonous,flat,smooth,brown,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,wood,No presenta
4230,6296,edible,convex,smooth,brown,null,attached,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,No presenta
4231,1110,edible,flat,scaly,brown,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths,Bruises
4232,673,poisonous,convex,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,Bruises
4233,5556,edible,knobbed,fibrous,green,null,free,crowded,broad,pink,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
4234,401,edible,bell,scaly,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,Bruises
4235,3894,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,grasses,No presenta
4236,3397,edible,flat,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,Bruises
4237,1833,edible,convex,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
4238,216,edible,flat,fibrous,white,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,Bruises
4239,636,edible,flat,fibrous,green,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,urban,No presenta
4240,3282,poisonous,convex,smooth,pink,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,No presenta
4241,18,poisonous,convex,smooth,brown,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban,Bruises
4242,4187,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses,No presenta
4243,6028,edible,bell,smooth,green,null,free,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
4244,38,edible,convex,fibrous,brown,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban,No presenta
4245,2110,edible,flat,fibrous,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,Bruises
4246,3682,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,grasses,No presenta
4247,2042,edible,convex,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,Bruises
4248,5243,poisonous,convex,scaly,red,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
4249,3050,edible,flat,fibrous,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,Bruises
4250,4903,poisonous,convex,scaly,brown,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
4251,2387,edible,convex,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,wood,Bruises
4252,5723,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood,No presenta
4253,718,edible,bell,scaly,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,Bruises
4254,6255,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
4255,6009,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,No presenta
4256,6409,edible,flat,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves,No presenta
4257,2509,edible,flat,fibrous,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,Bruises
4258,925,edible,convex,fibrous,brown,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
4259,267,edible,convex,scaly,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,Bruises
4260,4222,poisonous,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,wood,No presenta
4261,4113,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,wood,No presenta
4262,52,edible,bell,smooth,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,Bruises
4263,1073,edible,flat,scaly,brown,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
4264,5134,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
4265,5431,poisonous,convex,smooth,red,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood,No presenta
4266,6122,edible,convex,smooth,white,null,free,crowded,broad,pink,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
4267,2856,edible,convex,fibrous,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
4268,872,edible,convex,smooth,brown,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
4269,2882,edible,convex,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,Bruises
4270,1634,edible,flat,fibrous,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
4271,1187,edible,flat,fibrous,green,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
4272,3621,edible,flat,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,Bruises
4273,988,edible,convex,fibrous,brown,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,No presenta
4274,3450,edible,flat,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,wood,Bruises
4275,730,edible,flat,scaly,yellow,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses,Bruises
4276,818,edible,bell,smooth,yellow,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,Bruises
4277,1995,edible,convex,smooth,white,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
4278,3472,edible,flat,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,wood,Bruises
4279,5549,edible,bell,fibrous,green,null,free,crowded,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
4280,6557,edible,flat,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves,No presenta
4281,5357,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
4282,4386,poisonous,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths,No presenta
4283,239,edible,convex,scaly,white,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,Bruises
4284,3195,edible,flat,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,wood,Bruises
4285,6566,edible,convex,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,No presenta
4286,5700,edible,bell,smooth,brown,null,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths,No presenta
4287,536,edible,convex,smooth,yellow,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
4288,4193,poisonous,flat,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,paths,No presenta
4289,1055,edible,convex,fibrous,green,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
4290,3313,edible,flat,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
4291,6165,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
4292,2032,edible,flat,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,wood,Bruises
4293,119,edible,bell,smooth,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,Bruises
4294,1307,edible,convex,fibrous,brown,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
4295,5773,poisonous,convex,smooth,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
4296,2719,edible,flat,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood,Bruises
4297,1482,edible,flat,fibrous,white,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
4298,820,edible,bell,smooth,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
4299,1555,edible,flat,smooth,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
4300,5121,poisonous,flat,scaly,red,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
4301,612,edible,convex,scaly,brown,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
4302,1280,edible,convex,smooth,brown,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
4303,471,edible,sunken,fibrous,brown,null,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,urban,No presenta
4304,5958,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,No presenta
4305,674,poisonous,convex,smooth,brown,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,Bruises
4306,5175,poisonous,convex,scaly,red,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
4307,2352,edible,convex,fibrous,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,Bruises
4308,5191,poisonous,convex,scaly,red,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
4309,4440,edible,flat,scaly,pink,null,free,close,broad,white,enlarging,?,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste,Bruises
4310,2176,edible,flat,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,wood,Bruises
4311,1395,edible,convex,smooth,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
4312,3647,edible,flat,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,Bruises
4313,5914,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
4314,577,poisonous,convex,scaly,white,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
4315,5619,edible,knobbed,smooth,white,null,free,crowded,broad,gray,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
4316,2532,edible,convex,scaly,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
4317,3278,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,wood,No presenta
4318,6320,edible,convex,smooth,white,null,free,crowded,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
4319,3221,poisonous,convex,fibrous,green,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,wood,No presenta
4320,3433,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,Bruises
4321,6422,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
4322,1316,edible,bell,smooth,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
4323,30,edible,convex,scaly,brown,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,paths,Bruises
4324,3192,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
4325,6429,edible,flat,scaly,green,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,Bruises
4326,2138,poisonous,flat,smooth,white,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,Bruises
4327,3093,edible,convex,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,wood,Bruises
4328,5719,edible,knobbed,smooth,white,null,free,crowded,broad,pink,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
4329,5513,poisonous,flat,scaly,red,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
4330,2773,edible,flat,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,wood,Bruises
4331,1294,edible,flat,smooth,brown,null,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
4332,2505,edible,convex,scaly,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,wood,Bruises
4333,179,edible,bell,smooth,white,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,Bruises
4334,553,edible,convex,smooth,yellow,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,Bruises
4335,1041,edible,bell,smooth,yellow,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
4336,1140,edible,convex,scaly,white,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,Bruises
4337,5197,poisonous,flat,smooth,red,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
4338,6233,edible,knobbed,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves,No presenta
4339,4963,edible,knobbed,smooth,buff,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste,Bruises
4340,3308,edible,convex,fibrous,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,Bruises
4341,647,edible,convex,smooth,yellow,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
4342,4968,poisonous,convex,scaly,red,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
4343,2205,edible,convex,fibrous,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,Bruises
4344,4931,poisonous,convex,scaly,brown,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood,No presenta
4345,275,edible,flat,scaly,brown,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
4346,6549,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
4347,3860,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses,No presenta
4348,6199,edible,knobbed,fibrous,green,null,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
4349,1936,edible,convex,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,wood,Bruises
4350,613,edible,bell,scaly,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,Bruises
4351,5027,poisonous,flat,smooth,buff,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses,Bruises
4352,5929,edible,knobbed,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,No presenta
4353,2671,edible,flat,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood,Bruises
4354,2764,edible,flat,fibrous,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
4355,3065,edible,flat,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,wood,Bruises
4356,5642,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
4357,5735,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
4358,1354,edible,convex,fibrous,white,null,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
4359,3572,edible,flat,fibrous,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood,Bruises
4360,2030,edible,convex,fibrous,white,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
4361,899,edible,convex,smooth,yellow,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
